,Father,Son
117,171.45,179.578
118,172.212,181.102
119,176.022,181.102
120,174.49800000000002,180.086
121,178.56199999999998,181.86399999999998
122,177.8,180.848
123,178.30800000000002,180.34
124,180.086,181.35600000000002
125,183.89600000000002,180.594
126,189.992,182.11800000000002
127,172.212,183.642
128,176.022,183.388
129,177.8,182.88
130,177.292,183.642
131,179.578,184.15
132,180.594,183.642
133,184.15,182.88
134,184.15,183.388
135,171.45,184.912
136,173.228,185.42000000000002
137,181.61,186.944
138,179.832,185.16600000000003
139,160.274,188.722
140,173.228,188.97600000000003
141,178.054,187.452
142,179.832,187.70600000000002
143,184.404,187.452
144,171.45,192.27800000000002
145,184.912,196.08800000000002
146,159.258,155.702
147,173.228,188.722
148,165.35399999999998,180.086
149,159.766,156.972
150,158.75,162.56
151,180.594,187.198
152,180.594,168.402
153,178.30800000000002,166.116
154,166.37,162.56
155,157.48,159.512
156,161.544,161.29
157,166.624,161.29
158,162.052,161.798
159,167.132,161.798
160,168.656,163.57600000000002
161,174.75199999999998,163.322
162,161.798,166.624
163,165.1,164.846
164,165.862,165.35399999999998
165,164.59199999999998,165.608
166,166.87800000000001,166.624
167,167.64000000000001,166.624
168,170.18,164.846
169,172.212,166.116
170,175.26,164.33800000000002
171,157.988,167.132
172,159.512,167.132
173,162.306,169.418
174,166.116,168.91
175,164.08399999999997,168.656
176,167.64000000000001,168.656
177,167.132,169.418
178,171.19600000000003,168.148
179,170.434,168.656
180,170.942,169.418
181,173.482,168.148
182,172.72,168.402
183,174.49800000000002,167.132
184,162.814,171.19600000000003
185,162.306,171.958
186,164.59199999999998,170.68800000000002
187,164.59199999999998,171.45
188,165.608,157.48
189,167.89399999999998,167.64000000000001
190,175.26,167.132
191,163.83,169.92600000000002
192,166.87800000000001,170.18
193,168.91,171.19600000000003
194,166.624,169.672
195,169.672,170.68800000000002
196,169.418,171.70399999999998
197,172.466,170.68800000000002
198,172.212,170.68800000000002
199,172.974,169.672
200,173.482,169.672
201,174.75199999999998,171.45
202,179.07,169.92600000000002
203,178.054,171.45
204,158.496,171.958
205,161.29,174.49800000000002
206,162.306,174.244
207,167.38600000000002,173.73600000000002
208,168.148,173.73600000000002
209,168.91,172.466
210,166.37,173.482
211,169.92600000000002,172.72
212,170.434,173.228
213,169.672,174.244
214,170.68800000000002,174.244
215,168.91,172.212
216,170.18,172.466
217,169.164,173.228
218,173.228,172.72
219,172.72,174.244
220,175.00600000000003,174.244
221,176.276,172.974
222,176.53,172.974
223,178.56199999999998,171.958
224,177.54600000000002,173.73600000000002
225,179.578,174.244
226,179.32399999999998,173.482
227,184.15,173.73600000000002
228,159.258,176.276
229,162.306,175.26
230,164.59199999999998,175.00600000000003
231,166.116,176.276
232,168.402,175.26
233,167.132,176.784
234,170.68800000000002,177.038
235,170.942,175.00600000000003
236,171.45,175.51399999999998
237,172.466,175.26
238,173.73600000000002,175.768
239,173.99,174.75199999999998
240,174.244,175.768
241,175.51399999999998,175.51399999999998
242,174.244,175.26
243,175.768,176.022
244,174.244,175.768
245,173.99,175.00600000000003
246,177.038,176.276
247,178.81600000000003,174.49800000000002
248,181.102,176.53
249,184.404,175.768
250,163.57600000000002,177.8
251,164.846,177.54600000000002
252,167.64000000000001,177.038
253,166.87800000000001,177.292
254,169.164,178.56199999999998
255,173.482,177.292
256,172.466,177.54600000000002
257,172.72,178.56199999999998
258,173.482,179.578
259,175.51399999999998,178.81600000000003
260,175.26,179.32399999999998
261,176.276,178.30800000000002
262,177.292,177.54600000000002
263,176.784,178.30800000000002
264,177.54600000000002,178.56199999999998
265,180.848,179.07
266,185.928,177.54600000000002
267,167.64000000000001,180.848
268,169.418,179.578
269,173.482,181.102
270,173.482,180.086
271,175.51399999999998,181.102
272,177.038,180.848
273,177.8,181.35600000000002
274,177.8,180.34
275,179.32399999999998,181.35600000000002
276,183.642,181.35600000000002
277,181.61,180.086
278,185.42000000000002,181.102
279,168.148,183.134
280,170.942,182.88
281,175.51399999999998,182.11800000000002
282,176.276,182.626
283,178.30800000000002,184.404
284,183.134,182.37199999999999
285,183.642,182.37199999999999
286,170.434,185.67399999999998
287,172.466,186.436
288,176.784,186.436
289,179.07,185.16600000000003
290,183.89600000000002,184.912
291,174.244,189.48399999999998
292,183.134,189.48399999999998
293,189.738,188.722
294,173.482,196.08800000000002
295,153.416,154.432
296,162.306,158.496
297,162.56,148.59
298,187.70600000000002,177.8
299,182.88,180.34
300,166.116,179.07
301,182.88,175.768
302,181.102,164.846
303,175.00600000000003,177.54600000000002
304,163.83,158.75
305,162.56,160.78199999999998
306,168.91,161.29
307,170.434,159.766
308,158.242,162.306
309,162.052,163.322
310,166.116,163.068
311,166.624,164.08399999999997
312,168.148,163.322
313,160.02,164.59199999999998
314,161.544,166.624
315,165.35399999999998,164.59199999999998
316,168.148,165.862
317,172.72,165.35399999999998
318,175.26,164.59199999999998
319,163.83,168.656
320,164.08399999999997,167.132
321,167.89399999999998,168.91
322,167.64000000000001,168.402
323,170.434,167.64000000000001
324,170.942,168.91
325,170.68800000000002,167.64000000000001
326,173.73600000000002,168.91
327,171.70399999999998,168.656
328,171.70399999999998,168.402
329,173.99,168.402
330,177.8,169.164
331,155.19400000000002,169.672
332,159.258,171.45
333,162.814,169.672
334,164.33800000000002,169.672
335,164.33800000000002,169.92600000000002
336,172.72,172.974
337,167.89399999999998,160.52800000000002
338,165.862,166.87800000000001
339,177.038,170.68800000000002
340,165.862,171.19600000000003
341,166.37,171.70399999999998
342,168.148,170.434
343,167.64000000000001,169.672
344,167.64000000000001,170.434
345,170.434,169.672
346,170.942,171.958
347,173.482,170.942
348,173.482,170.18
349,171.70399999999998,170.18
350,173.228,170.434
351,174.75199999999998,171.45
352,179.07,171.958
353,177.8,169.92600000000002
354,176.53,170.18
355,159.766,173.99
356,162.306,172.212
357,165.35399999999998,173.482
358,164.08399999999997,173.228
359,167.38600000000002,174.244
360,168.148,172.212
361,166.87800000000001,172.466
362,167.89399999999998,171.958
363,170.68800000000002,172.974
364,169.92600000000002,172.212
365,169.92600000000002,172.974
366,169.164,173.228
367,170.68800000000002,174.244
368,170.434,173.482
369,172.466,173.73600000000002
370,172.466,174.244
371,172.212,173.482
372,172.466,172.466
373,174.244,171.958
374,175.26,172.974
375,175.26,172.72
376,175.51399999999998,173.228
377,173.99,172.974
378,177.292,174.244
379,177.54600000000002,171.958
380,181.61,174.49800000000002
381,183.89600000000002,174.244
382,154.94,175.51399999999998
383,160.02,176.276
384,164.08399999999997,176.53
385,166.116,175.51399999999998
386,164.59199999999998,176.784
387,166.37,176.276
388,166.624,175.768
389,167.89399999999998,174.75199999999998
390,171.19600000000003,175.51399999999998
391,172.466,175.26
392,172.72,175.26
393,171.958,175.768
394,175.00600000000003,174.75199999999998
395,174.49800000000002,174.49800000000002
396,175.51399999999998,175.26
397,174.75199999999998,176.022
398,174.75199999999998,176.276
399,176.022,175.00600000000003
400,178.054,175.26
401,180.594,176.53
402,181.35600000000002,174.49800000000002
403,163.57600000000002,178.81600000000003
404,167.89399999999998,178.81600000000003
405,167.132,177.8
406,166.37,177.292
407,170.68800000000002,178.56199999999998
408,172.974,177.54600000000002
409,173.228,178.56199999999998
410,176.022,177.038
411,174.75199999999998,178.56199999999998
412,175.768,177.8
413,174.49800000000002,177.038
414,176.53,178.30800000000002
415,177.038,178.56199999999998
416,179.832,177.292
417,180.086,177.292
418,181.102,179.07
419,184.912,179.32399999999998
420,171.19600000000003,179.832
421,172.466,181.61
422,178.30800000000002,181.35600000000002
423,177.8,181.61
424,177.292,180.34
425,176.784,181.86399999999998
426,181.61,181.35600000000002
427,183.388,180.848
428,184.15,181.61
429,164.33800000000002,183.89600000000002
430,169.672,184.404
431,172.212,182.37199999999999
432,175.00600000000003,183.89600000000002
433,178.054,182.626
434,181.35600000000002,184.15
435,184.65800000000002,184.404
436,175.00600000000003,186.436
437,185.16600000000003,185.42000000000002
438,167.38600000000002,189.738
439,173.99,187.70600000000002
440,179.578,188.97600000000003
441,183.642,187.96
442,184.404,187.70600000000002
443,174.75199999999998,192.27800000000002
444,178.054,198.62800000000001
445,172.466,157.226
446,164.33800000000002,177.54600000000002
447,154.432,158.242
448,190.246,181.35600000000002
449,179.32399999999998,181.86399999999998
450,165.862,182.626
451,181.35600000000002,180.848
452,182.11800000000002,163.83
453,159.258,165.862
454,181.35600000000002,176.784
455,169.164,165.35399999999998
456,170.68800000000002,154.94
457,158.75,160.274
458,169.92600000000002,161.29
459,165.1,162.814
460,168.656,163.57600000000002
461,169.418,164.08399999999997
462,151.13,164.59199999999998
463,160.02,165.608
464,162.814,166.624
465,163.83,164.846
466,165.608,166.624
467,167.64000000000001,166.624
468,169.672,165.35399999999998
469,173.228,164.846
470,174.49800000000002,166.87800000000001
471,160.78199999999998,168.148
472,162.306,167.38600000000002
473,164.59199999999998,168.402
474,168.148,167.89399999999998
475,168.656,167.132
476,171.19600000000003,168.91
477,170.942,168.402
478,171.958,168.91
479,173.73600000000002,168.402
480,172.212,167.38600000000002
481,176.022,169.164
482,177.038,169.164
483,152.4,170.942
484,157.734,171.19600000000003
485,161.544,171.45
486,162.052,169.92600000000002
487,164.33800000000002,170.18
488,166.116,169.92600000000002
489,165.35399999999998,172.974
490,176.022,171.45
491,171.958,160.02
492,164.846,171.19600000000003
493,176.53,174.75199999999998
494,165.35399999999998,169.92600000000002
495,165.1,170.942
496,166.624,170.68800000000002
497,167.38600000000002,170.434
498,166.87800000000001,170.434
499,171.19600000000003,169.672
500,168.91,171.19600000000003
501,170.68800000000002,170.18
502,170.942,171.19600000000003
503,172.974,169.92600000000002
504,172.72,169.672
505,174.75199999999998,170.68800000000002
506,178.30800000000002,171.958
507,177.038,170.434
508,178.30800000000002,171.70399999999998
509,155.19400000000002,172.72
510,159.258,174.49800000000002
511,163.322,173.73600000000002
512,165.1,174.244
513,164.59199999999998,173.99
514,168.148,172.212
515,167.89399999999998,172.974
516,168.656,173.228
517,169.418,173.99
518,169.418,174.244
519,170.942,172.466
520,170.434,172.72
521,172.212,172.72
522,173.73600000000002,174.244
523,171.958,174.244
524,176.022,173.73600000000002
525,174.75199999999998,173.228
526,176.784,173.482
527,183.642,172.72
528,181.86399999999998,172.72
529,185.16600000000003,172.974
530,163.322,175.768
531,165.35399999999998,175.00600000000003
532,165.608,176.022
533,167.38600000000002,176.53
534,167.64000000000001,175.26
535,166.624,176.022
536,167.132,176.784
537,170.18,175.26
538,171.19600000000003,176.022
539,172.466,175.51399999999998
540,173.73600000000002,176.53
541,174.49800000000002,176.53
542,175.26,175.00600000000003
543,175.00600000000003,174.75199999999998
544,177.292,175.51399999999998
545,177.038,175.768
546,178.81600000000003,176.022
547,180.34,175.51399999999998
548,181.102,176.276
549,160.78199999999998,178.81600000000003
550,167.89399999999998,177.292
551,168.91,178.56199999999998
552,169.418,177.038
553,170.434,178.054
554,173.482,177.292
555,175.768,178.56199999999998
556,173.99,178.81600000000003
557,174.75199999999998,178.81600000000003
558,177.038,179.578
559,177.54600000000002,177.038
560,179.32399999999998,179.07
561,185.928,178.56199999999998
562,162.814,181.35600000000002
563,164.08399999999997,180.34
564,166.87800000000001,181.86399999999998
565,169.672,181.35600000000002
566,173.73600000000002,181.61
567,173.482,181.86399999999998
568,174.49800000000002,181.102
569,174.49800000000002,180.594
570,178.30800000000002,180.34
571,177.54600000000002,181.61
572,178.30800000000002,180.086
573,181.35600000000002,181.102
574,185.42000000000002,179.832
575,164.33800000000002,184.65800000000002
576,170.434,182.88
577,172.212,183.642
578,173.73600000000002,183.388
579,174.244,182.88
580,177.54600000000002,182.37199999999999
581,179.07,184.404
582,184.912,183.89600000000002
583,172.72,185.67399999999998
584,172.212,186.944
585,176.022,186.182
586,181.35600000000002,187.198
587,183.642,186.944
588,182.626,185.16600000000003
589,164.08399999999997,187.70600000000002
590,180.086,188.46800000000002
591,175.26,190.754
592,183.89600000000002,194.056
593,175.51399999999998,199.13600000000002
594,178.30800000000002,155.448
595,183.89600000000002,184.404
596,151.38400000000001,164.846
597,186.182,185.42000000000002
598,172.974,182.37199999999999
599,160.52800000000002,165.862
600,173.73600000000002,163.57600000000002
601,165.1,161.29
602,168.148,161.798
603,151.13,162.306
604,159.512,162.306
605,162.306,162.306
606,164.08399999999997,162.814
607,166.624,164.33800000000002
608,168.402,163.57600000000002
609,179.32399999999998,162.306
610,157.734,164.59199999999998
611,163.57600000000002,165.862
612,163.57600000000002,165.608
613,164.846,166.37
614,165.862,165.608
615,165.608,166.116
616,167.89399999999998,166.624
617,167.89399999999998,164.33800000000002
618,171.19600000000003,164.59199999999998
619,172.212,166.624
620,178.56199999999998,166.116
621,160.52800000000002,168.91
622,164.33800000000002,168.402
623,167.38600000000002,168.656
624,166.87800000000001,168.91
625,170.942,168.656
626,169.164,167.89399999999998
627,169.672,168.91
628,173.228,168.402
629,171.45,167.89399999999998
630,173.73600000000002,167.38600000000002
631,175.51399999999998,166.87800000000001
632,156.71800000000002,171.70399999999998
633,160.02,171.19600000000003
634,163.322,170.18
635,162.306,170.68800000000002
636,164.33800000000002,171.19600000000003
637,169.672,159.258
638,165.1,168.402
639,161.798,173.73600000000002
640,164.08399999999997,171.45
641,167.64000000000001,170.68800000000002
642,167.64000000000001,170.68800000000002
643,168.91,171.45
644,168.402,169.92600000000002
645,166.87800000000001,171.958
646,169.92600000000002,170.18
647,168.91,169.672
648,170.434,171.19600000000003
649,170.18,169.92600000000002
650,171.70399999999998,171.45
651,171.70399999999998,169.92600000000002
652,172.974,169.92600000000002
653,173.99,170.434
654,175.768,171.45
655,177.54600000000002,170.942
656,159.512,172.212
657,160.52800000000002,172.974
658,163.322,174.244
659,164.33800000000002,174.244
660,167.64000000000001,173.228
661,166.624,173.482
662,167.38600000000002,173.228
663,169.164,173.228
664,169.672,173.482
665,170.434,173.99
666,169.92600000000002,171.958
667,172.72,172.72
668,172.72,172.212
669,173.228,173.228
670,173.99,173.228
671,175.51399999999998,172.974
672,176.022,173.99
673,178.56199999999998,173.228
674,177.038,171.958
675,183.388,173.482
676,162.306,174.49800000000002
677,164.08399999999997,175.00600000000003
678,166.37,174.75199999999998
679,168.402,175.26
680,167.132,175.26
681,168.91,174.49800000000002
682,170.942,176.53
683,171.19600000000003,175.51399999999998
684,170.434,175.51399999999998
685,173.99,176.784
686,171.958,176.276
687,172.974,175.768
688,172.212,175.26
689,175.51399999999998,176.784
690,174.49800000000002,176.276
691,174.75199999999998,175.00600000000003
692,177.54600000000002,174.49800000000002
693,177.8,174.49800000000002
694,177.292,174.75199999999998
695,181.35600000000002,176.53
696,180.594,177.038
697,167.64000000000001,177.8
698,166.37,179.32399999999998
699,166.624,179.07
700,172.466,177.54600000000002
701,171.45,179.32399999999998
702,172.72,178.30800000000002
703,174.75199999999998,178.56199999999998
704,176.276,178.30800000000002
705,177.54600000000002,177.8
706,176.784,178.30800000000002
707,180.34,177.8
708,179.32399999999998,178.81600000000003
709,181.61,178.81600000000003
710,181.86399999999998,178.30800000000002
711,187.70600000000002,178.30800000000002
712,168.402,181.61
713,167.38600000000002,181.35600000000002
714,169.92600000000002,180.848
715,170.68800000000002,180.086
716,171.70399999999998,181.35600000000002
717,171.70399999999998,180.848
718,176.276,180.848
719,175.00600000000003,180.848
720,175.51399999999998,180.34
721,177.292,181.35600000000002
722,176.784,181.86399999999998
723,179.578,181.61
724,180.086,180.086
725,184.15,181.61
726,185.42000000000002,180.594
727,188.97600000000003,180.086
728,171.19600000000003,184.65800000000002
729,168.91,182.37199999999999
730,174.75199999999998,184.15
731,176.022,182.626
732,178.56199999999998,183.388
733,179.578,183.134
734,183.89600000000002,183.642
735,183.89600000000002,183.134
736,172.212,184.912
737,175.00600000000003,186.69
738,178.81600000000003,187.198
739,180.848,184.912
740,182.11800000000002,185.42000000000002
741,184.404,185.928
742,171.70399999999998,189.23
743,174.244,187.452
744,180.34,187.452
745,182.88,187.452
746,191.008,187.452
747,185.67399999999998,192.024
748,177.54600000000002,196.08800000000002
749,184.404,195.072
750,186.182,172.466
751,167.132,154.94
752,181.102,173.482
753,179.578,176.022
754,178.56199999999998,170.18
