,user_id,movie_id,rating
151,452,1197,3.0
152,380,4963,4.0
153,547,1704,3.0
154,15,648,4.0
155,624,2959,4.0
156,384,6377,3.0
157,73,380,3.0
158,654,6539,4.5
159,380,344,4.0
160,580,1265,3.5
161,402,8961,3.5
162,561,364,4.0
163,574,1265,4.5
164,292,593,4.5
165,353,5349,3.5
166,15,593,5.0
167,88,296,3.5
168,15,6539,3.5
169,232,1089,5.0
170,654,595,5.0
171,577,2716,4.5
172,78,858,4.5
173,587,1097,3.5
174,111,1265,3.0
175,130,153,0.5
176,292,39,4.5
177,48,1682,3.5
178,577,2858,5.0
179,56,39,5.0
180,654,4963,4.0
181,247,593,5.0
182,95,2628,5.0
183,452,5952,1.0
184,665,2918,5.0
185,580,597,3.0
186,580,778,4.5
187,187,593,4.0
188,430,153,1.0
189,615,1732,4.5
190,518,733,5.0
191,15,4886,5.0
192,195,1210,5.0
193,56,1,4.0
194,88,527,4.0
195,472,595,5.0
196,119,1198,4.0
197,423,1732,5.0
198,268,2959,4.5
199,580,1206,4.5
200,88,500,2.5
201,23,1196,4.5
202,596,778,4.5
203,460,1073,5.0
204,15,733,3.5
205,402,2716,3.5
206,311,316,2.5
207,384,165,3.5
208,195,356,2.0
209,431,4973,5.0
210,380,4993,4.5
211,187,1721,4.0
212,624,587,3.0
213,475,5952,5.0
214,19,1097,5.0
215,17,590,3.0
216,664,457,3.5
217,561,150,4.0
218,596,608,3.5
219,547,1617,4.5
220,157,4886,3.5
221,382,7153,4.0
222,73,58559,5.0
223,423,1213,3.5
224,624,32,2.0
225,463,1580,4.0
226,128,3578,5.0
227,457,608,5.0
228,165,2959,5.0
229,624,357,3.0
230,285,2571,5.0
231,468,1197,3.5
232,475,1097,3.5
233,664,3793,4.0
234,157,480,3.0
235,654,588,4.5
236,73,1240,4.5
237,30,593,4.0
238,285,10,4.0
239,598,1198,4.0
240,134,1210,4.5
241,187,356,4.5
242,150,1073,2.0
243,294,2628,2.5
244,654,7153,5.0
245,23,1270,4.5
246,654,586,4.5
247,472,541,5.0
248,598,2918,5.0
249,262,318,3.0
250,199,2716,3.5
251,48,527,4.5
252,480,377,5.0
253,199,1240,4.0
254,111,150,4.0
255,355,356,5.0
256,232,1196,4.0
257,598,4963,4.0
258,514,733,3.0
259,17,4963,4.0
260,213,356,2.0
261,23,595,4.5
262,596,587,3.5
263,355,5952,5.0
264,615,5349,3.5
265,480,356,2.0
266,128,1617,2.0
267,537,1196,5.0
268,232,367,5.0
269,514,344,3.0
270,664,1923,3.5
271,262,587,1.5
272,239,457,3.0
273,243,364,3.5
274,664,5952,4.0
275,605,2028,3.0
276,187,3114,4.0
277,452,4226,5.0
278,561,293,4.0
279,220,1089,4.0
280,608,778,4.0
281,665,377,3.0
282,384,1682,3.0
283,77,6377,0.5
284,505,527,4.0
285,130,541,4.0
286,564,150,3.0
287,212,1197,4.0
288,652,539,4.0
289,313,5952,4.5
290,358,1617,4.0
291,119,1,2.0
292,30,1197,3.0
293,312,1,5.0
294,468,3793,2.5
295,213,5952,4.0
296,130,592,3.5
297,388,1721,4.0
298,88,253,3.0
299,213,539,2.0
300,134,32,4.5
301,468,1193,4.0
302,165,500,3.0
303,73,231,3.5
304,402,587,4.0
305,130,3114,4.0
306,580,3114,4.0
307,615,541,4.0
308,654,153,3.5
309,534,293,3.0
310,481,318,3.5
311,157,736,2.5
312,607,1196,4.5
313,73,1,5.0
314,165,595,3.0
315,514,364,2.0
316,388,2628,2.0
317,457,2997,4.0
318,78,364,3.5
319,547,590,3.0
320,561,648,3.5
321,561,8961,4.5
322,388,3578,4.0
323,575,3114,5.0
324,134,736,4.5
325,481,924,5.0
326,561,2918,4.0
327,598,1196,4.0
328,580,1197,4.0
329,452,648,3.0
330,384,733,5.0
331,306,527,5.0
332,306,590,3.0
333,176,1923,1.0
334,30,2571,3.0
335,56,1617,4.0
336,130,377,3.0
337,262,344,2.5
338,176,1210,5.0
339,577,588,4.0
340,77,39,2.5
341,176,5952,5.0
342,430,500,4.0
343,247,356,5.0
344,468,1617,3.0
345,312,457,4.0
346,78,260,5.0
347,313,2959,2.5
348,157,1,3.5
349,111,4993,4.0
350,624,2716,5.0
351,547,1580,2.0
352,134,296,4.5
353,247,110,5.0
354,15,1197,1.0
355,534,364,5.0
356,577,34,5.0
357,380,1270,3.0
358,165,1291,3.0
359,77,1704,3.0
360,128,5952,5.0
361,388,457,5.0
362,176,7153,5.0
363,505,1240,3.0
364,388,357,3.0
365,380,110,5.0
366,23,924,3.5
367,19,593,3.0
368,232,2028,4.0
369,88,1265,2.5
370,105,1923,4.0
371,598,1097,4.0
372,380,3793,4.0
373,561,2716,4.5
374,423,592,2.5
375,561,1196,5.0
376,624,1923,4.0
377,430,1196,4.5
378,547,4963,4.5
379,461,1704,4.5
380,150,2628,3.5
381,213,260,5.0
382,596,364,3.0
383,481,4886,4.5
384,306,165,4.0
385,294,5952,4.0
386,306,1,3.0
387,564,590,2.0
388,268,1196,5.0
389,294,480,4.0
390,268,597,2.5
391,561,1214,4.5
392,78,1136,3.0
393,518,367,4.0
394,461,296,4.5
395,547,2918,3.5
396,232,480,5.0
397,268,296,5.0
398,547,736,3.0
399,187,480,3.5
400,299,2997,4.0
401,212,231,1.0
402,358,153,2.0
403,577,1036,5.0
404,157,1580,3.0
405,596,590,4.0
406,561,924,3.5
407,665,253,4.0
408,624,590,3.0
409,134,2858,4.0
410,460,1200,3.5
411,262,367,2.0
412,119,1210,4.0
413,547,500,4.0
414,262,593,5.0
415,607,595,2.0
416,119,1214,3.0
417,430,2959,5.0
418,355,1198,5.0
419,78,1240,4.0
420,509,2628,3.0
421,220,293,5.0
422,165,4226,3.5
423,457,377,1.5
424,353,6539,3.5
425,105,1732,4.0
426,580,4886,4.0
427,481,2918,3.5
428,311,3114,3.0
429,547,1214,3.5
430,615,47,4.5
431,130,1198,4.0
432,247,527,5.0
433,475,588,3.5
434,346,2997,5.0
435,77,1732,3.5
436,461,1213,4.0
437,150,165,3.5
438,15,778,4.0
439,187,4963,4.0
440,509,293,3.0
441,587,4226,3.5
442,534,50,2.0
443,587,858,5.0
444,580,296,4.5
445,292,377,4.0
446,15,1270,5.0
447,165,165,5.0
448,285,253,5.0
449,353,2918,2.0
450,128,4973,5.0
451,311,364,3.0
452,312,1580,2.0
453,165,4886,3.0
454,292,318,5.0
455,111,592,4.0
456,475,1198,5.0
457,575,357,2.0
458,463,2396,5.0
459,247,2959,5.0
460,480,1617,4.5
461,111,1704,4.0
462,580,1214,4.0
463,232,588,5.0
464,472,4963,3.0
465,285,480,3.0
466,73,1198,5.0
467,134,367,2.0
468,212,1732,3.5
469,268,780,3.0
470,598,1213,4.0
471,509,1089,5.0
472,547,4973,4.5
473,294,1036,3.5
474,664,260,4.5
475,380,2396,3.0
476,654,4306,5.0
477,509,6539,4.0
478,268,1704,4.0
479,312,377,5.0
480,102,1732,5.0
481,461,5349,4.0
482,353,2028,3.0
483,95,4993,5.0
484,561,1682,4.5
485,380,3578,5.0
486,119,253,2.0
487,105,1265,4.0
488,15,7153,1.5
489,518,500,4.0
490,547,597,3.5
491,306,1210,4.0
492,268,231,3.5
493,607,1089,4.5
494,452,380,3.0
495,311,648,3.0
496,380,367,3.0
497,574,2918,4.5
498,134,457,4.5
499,534,1732,2.0
500,130,480,3.0
501,580,4963,1.5
502,262,47,5.0
503,346,1136,5.0
504,30,590,5.0
505,481,5952,4.0
506,294,2918,3.5
507,544,1732,5.0
508,292,47,4.5
509,243,588,4.0
510,105,356,3.0
511,212,165,3.0
512,56,1036,5.0
513,380,5349,4.0
514,457,7153,0.5
515,292,648,4.0
516,102,1197,5.0
517,405,1198,4.5
518,313,1270,4.0
519,648,2028,3.0
520,285,50,5.0
521,212,2716,2.5
522,430,1240,2.0
523,580,1193,4.0
524,430,316,4.0
525,615,2762,4.0
526,518,364,4.0
527,130,316,2.0
528,105,1198,4.0
529,130,1214,4.5
530,624,1193,5.0
531,119,924,4.0
532,19,1036,4.0
533,544,293,4.5
534,561,4226,3.0
535,111,588,2.5
536,285,356,5.0
537,157,4226,4.5
538,195,589,3.0
539,547,2762,4.0
540,268,589,5.0
541,585,1265,4.0
542,580,736,2.0
543,652,5349,4.0
544,480,1240,4.5
545,596,5952,3.0
546,561,4993,5.0
547,17,296,5.0
548,452,1089,2.0
549,608,592,4.0
550,461,367,3.0
551,402,1198,4.0
552,157,1270,4.0
553,30,1240,4.0
554,561,32,3.5
555,461,593,5.0
556,529,1704,4.0
557,431,1196,5.0
558,77,1073,4.0
559,405,5952,4.5
560,111,586,3.0
561,480,1265,5.0
562,596,457,4.0
563,380,260,4.0
564,353,4973,3.0
565,382,4963,3.0
566,130,5952,4.0
567,30,588,5.0
568,468,2959,3.0
569,243,924,2.5
570,19,648,3.0
571,30,1,4.0
572,176,1291,3.0
573,615,2571,4.5
574,243,2571,3.5
575,128,588,5.0
576,23,586,3.5
577,407,2028,4.0
578,481,4993,5.0
579,292,608,4.5
580,475,4886,3.5
581,577,364,4.0
582,311,2028,5.0
583,382,586,3.0
584,430,344,4.0
585,242,1732,4.0
586,388,608,5.0
587,187,296,4.5
588,355,736,2.5
589,430,1197,4.5
590,544,4993,4.0
591,382,5349,3.0
592,407,593,4.0
593,294,110,3.0
594,430,1214,4.0
595,130,1136,4.5
596,439,527,3.0
597,239,380,4.0
598,23,344,2.0
599,78,736,4.5
600,624,377,4.0
601,95,2762,4.0
602,285,296,4.0
603,239,1197,5.0
604,73,39,4.0
605,212,590,2.0
606,268,1265,4.5
607,608,1923,3.0
608,212,780,3.0
609,405,1580,4.5
610,564,1089,5.0
611,355,1221,5.0
612,212,356,4.0
613,285,1580,4.0
614,77,165,2.5
615,580,153,2.0
616,664,3578,5.0
617,220,780,3.0
618,285,1732,5.0
619,48,1206,3.5
620,380,2628,3.0
621,664,2571,4.5
622,598,6377,4.5
623,15,364,4.0
624,128,2628,4.0
625,150,1704,4.0
626,311,1,3.0
627,596,377,4.0
628,247,588,3.0
629,472,1200,4.0
630,518,1198,5.0
631,88,153,2.0
632,262,357,2.5
633,130,356,3.5
634,382,2997,1.0
635,654,3578,4.0
636,564,1196,5.0
637,23,316,3.5
638,176,2997,2.0
639,243,2762,4.0
640,475,6377,3.0
641,268,586,5.0
642,607,1213,3.5
643,580,1198,3.5
644,534,1265,3.0
645,30,2858,5.0
646,431,47,5.0
647,262,7153,3.0
648,624,2858,4.0
649,457,165,2.5
650,150,500,1.5
651,452,3578,4.0
652,505,924,3.0
653,239,2858,5.0
654,247,2762,5.0
655,596,4306,3.0
656,15,6377,1.0
657,15,3578,2.0
658,268,39,3.5
659,574,1089,4.5
660,311,1617,4.5
661,580,6539,3.0
662,547,1089,4.5
663,306,1136,4.0
664,15,589,4.0
665,77,260,4.0
666,292,1270,4.0
667,384,2571,4.0
668,128,736,5.0
669,580,1097,4.0
670,30,587,2.0
671,423,153,2.0
672,380,1196,4.0
673,187,344,3.0
674,95,364,4.0
675,481,1198,4.0
676,564,367,4.0
677,382,539,3.0
678,313,2028,4.0
679,624,1240,3.0
680,452,1193,5.0
681,242,541,5.0
682,130,110,3.0
683,518,2396,5.0
684,15,2716,4.0
685,88,778,4.5
686,624,541,4.0
687,598,1197,5.0
688,292,457,4.0
689,468,778,4.0
690,607,47,4.0
691,608,1682,4.0
692,596,648,3.5
693,77,5349,4.0
694,472,377,4.0
695,457,10,2.0
696,195,1036,1.0
697,580,3578,4.0
698,199,1198,3.5
699,537,1214,3.0
700,380,39,3.0
701,596,50,4.5
702,580,4993,4.5
703,268,1036,5.0
704,654,457,4.5
705,460,1089,4.0
706,48,5349,3.5
707,580,39,4.0
708,285,2628,5.0
709,105,367,3.5
710,596,1732,5.0
711,128,539,5.0
712,220,1732,4.0
713,243,1210,5.0
714,580,5952,4.0
715,430,110,4.0
716,102,1073,4.0
717,195,1270,3.0
718,388,5952,4.5
719,73,8961,3.0
720,537,357,4.0
721,605,2997,4.0
722,596,736,3.5
723,88,6539,4.0
724,23,480,3.5
725,150,1617,3.0
726,134,589,5.0
727,111,50,4.0
728,468,586,2.5
729,213,592,3.5
730,358,1721,2.0
731,664,165,3.5
732,199,1682,4.0
733,19,1291,3.0
734,585,1270,3.0
735,407,1923,3.0
736,547,593,5.0
737,306,1580,4.0
738,665,4306,5.0
739,128,2762,5.0
740,195,1200,4.0
741,119,778,4.0
742,452,778,4.0
743,23,1193,4.5
744,111,4226,4.5
745,608,2959,5.0
746,242,1270,5.0
747,587,231,0.5
748,463,380,4.0
749,311,2762,4.0
750,311,293,2.0
751,480,457,4.5
752,353,1097,3.0
753,514,500,3.0
754,56,2858,5.0
755,648,377,2.0
756,313,4993,4.5
757,15,924,5.0
758,624,1270,5.0
759,212,318,4.5
760,262,1193,3.5
761,481,608,4.5
762,262,588,2.0
763,102,2997,4.0
764,77,590,3.0
765,232,150,4.0
766,355,3578,4.0
767,534,733,5.0
768,509,4306,4.0
769,587,924,4.0
770,134,58559,2.5
771,313,318,5.0
772,48,1721,4.0
773,242,480,5.0
774,353,2858,4.0
775,384,1291,4.5
776,213,316,4.5
777,294,1704,3.0
778,431,1193,5.0
779,313,527,5.0
780,547,32,4.0
781,232,778,5.0
782,537,539,5.0
783,475,2028,4.0
784,102,2762,4.0
785,384,2858,4.0
786,306,2716,4.0
787,575,364,3.0
788,509,1136,5.0
789,529,608,5.0
790,73,500,3.5
791,128,4886,5.0
792,15,1213,3.0
793,232,590,5.0
794,648,8961,4.0
795,665,296,4.0
796,313,4306,4.0
797,598,260,5.0
798,596,1213,5.0
799,380,1210,4.0
800,598,4886,4.0
801,17,2997,5.0
802,19,480,4.0
803,480,589,5.0
804,102,541,4.0
805,561,1097,3.0
806,15,1206,5.0
807,388,1580,3.0
808,105,586,3.0
809,468,457,3.5
810,353,377,1.5
811,48,1240,3.5
812,102,780,2.0
813,580,1213,3.5
814,480,34,3.5
815,212,6377,3.5
816,463,2762,4.0
817,537,780,5.0
818,574,1291,4.0
819,547,253,0.5
820,134,6377,3.0
821,382,4226,1.0
822,431,1265,5.0
823,165,356,3.5
824,461,2918,4.5
825,150,592,3.0
826,134,318,4.0
827,598,1,4.5
828,311,296,3.0
829,358,2396,5.0
830,19,231,3.0
831,427,3114,4.0
832,431,110,5.0
833,105,608,4.0
834,380,293,4.0
835,130,1210,4.0
836,355,1206,5.0
837,664,1291,4.5
838,242,1210,5.0
839,547,780,3.5
840,15,588,0.5
841,431,3114,4.0
842,73,1036,4.5
843,77,1206,4.0
844,534,377,4.0
845,78,1206,2.5
846,547,2997,5.0
847,242,356,5.0
848,88,231,0.5
849,472,1221,5.0
850,176,58559,3.0
851,654,2959,5.0
852,262,2716,2.5
853,353,1291,3.0
854,585,527,5.0
855,220,597,3.0
856,463,858,5.0
857,105,500,3.0
858,15,1196,5.0
859,157,2028,3.0
860,598,2028,4.0
861,213,3114,2.5
862,574,150,3.0
863,481,58559,3.5
864,292,356,5.0
865,475,1210,4.0
866,564,1200,4.0
867,468,736,2.0
868,384,541,4.0
869,384,58559,4.0
870,111,356,3.5
871,17,541,5.0
872,624,2918,4.0
873,199,1196,5.0
874,480,1732,4.0
875,358,380,2.0
876,111,1580,4.0
877,388,1704,4.0
878,292,8961,4.5
879,157,589,4.0
880,384,5349,5.0
881,312,592,3.0
882,187,1193,5.0
883,463,4973,4.0
884,457,1089,4.0
885,472,4306,4.0
886,119,2997,5.0
887,355,4963,3.5
888,268,541,2.0
889,402,1,2.0
890,423,344,1.5
891,128,593,5.0
892,402,2918,3.5
893,580,1617,4.5
894,509,3578,3.0
895,17,47,5.0
896,561,377,3.0
897,134,1240,5.0
898,423,2959,4.5
899,384,2997,4.0
900,547,480,3.0
901,130,4886,3.0
902,580,344,3.0
903,311,586,3.0
904,243,1270,3.5
905,88,2959,4.0
906,518,153,3.0
907,430,1923,4.5
908,534,1,5.0
909,380,1036,4.0
910,77,2628,1.5
911,187,58559,4.0
912,468,367,1.5
913,150,2959,3.5
914,509,50,5.0
915,514,1089,4.0
916,285,858,4.0
917,187,6377,4.0
918,30,1196,4.0
919,468,1265,3.5
920,30,3114,5.0
921,243,356,4.0
922,514,1196,5.0
923,311,1193,4.0
924,388,1265,4.0
925,534,500,3.0
926,534,380,4.0
927,15,1682,2.0
928,311,110,3.0
929,472,2716,3.0
930,537,296,4.0
931,88,4226,3.0
932,353,260,3.0
933,607,260,4.5
934,388,480,4.0
935,585,1206,5.0
936,119,1240,4.0
937,30,4226,3.0
938,213,1,3.0
939,353,231,2.5
940,654,318,5.0
941,468,4886,3.5
942,294,367,4.0
943,460,1265,4.0
944,77,592,3.5
945,664,4886,3.5
946,605,1221,4.0
947,88,39,3.0
948,529,356,3.0
949,187,7153,1.0
950,430,1732,4.5
951,457,589,3.5
952,306,34,4.0
953,88,586,2.5
954,575,1617,3.0
955,577,1073,4.0
956,262,1073,3.5
957,17,4993,4.5
958,213,253,2.5
959,608,1198,4.0
960,431,356,4.5
961,518,1270,4.0
962,73,5349,4.0
963,311,47,0.5
964,587,457,4.5
965,134,539,3.5
966,654,527,5.0
967,509,1097,3.0
968,388,858,5.0
969,130,6377,3.0
970,119,110,5.0
971,461,500,1.5
972,580,110,4.5
973,165,50,2.0
974,598,2396,4.0
975,577,500,3.5
976,468,6377,3.5
977,195,1265,2.0
978,605,1270,4.0
979,463,1193,5.0
980,268,357,2.0
981,547,539,3.0
982,564,539,5.0
983,624,3578,4.0
984,452,780,4.0
985,212,344,1.0
986,134,2571,4.0
987,165,110,4.5
988,405,1210,4.5
989,407,50,4.0
990,564,2858,5.0
991,427,2762,3.0
992,19,357,5.0
993,615,5952,4.0
994,654,3114,5.0
995,457,2959,4.0
996,534,736,5.0
997,475,1213,5.0
998,547,4306,3.0
999,15,153,1.0
1000,48,110,4.0
1001,605,2716,3.0
1002,199,1036,4.5
1003,292,587,4.0
1004,518,1265,3.0
1005,358,608,5.0
1006,514,648,3.0
1007,105,2959,3.5
1008,529,1221,2.0
1009,105,1036,4.0
1010,587,1704,3.5
1011,431,587,4.0
1012,212,1291,3.0
1013,88,2716,3.5
1014,220,1682,3.0
1015,518,356,5.0
1016,431,1198,4.5
1017,48,858,4.0
1018,607,1197,4.5
1019,212,595,3.5
1020,199,10,2.5
1021,468,4963,2.5
1022,243,6539,4.0
1023,405,2628,2.5
1024,247,260,5.0
1025,407,4963,4.0
1026,624,1198,5.0
1027,564,1193,5.0
1028,134,592,4.0
1029,577,318,4.5
1030,607,8961,4.5
1031,130,150,4.0
1032,48,593,3.5
1033,312,589,5.0
1034,268,593,5.0
1035,384,4226,4.0
1036,232,1136,5.0
1037,587,7153,4.0
1038,355,32,4.0
1039,388,587,4.0
1040,537,1210,5.0
1041,294,2716,4.0
1042,311,539,4.0
1043,30,150,5.0
1044,598,2571,4.0
1045,664,58559,4.5
1046,431,3578,4.5
1047,105,357,4.0
1048,292,260,4.5
1049,596,253,4.0
1050,452,356,4.0
1051,427,2396,5.0
1052,176,6539,4.0
1053,460,1036,4.5
1054,607,587,2.5
1055,580,377,2.5
1056,405,648,2.0
1057,232,253,5.0
1058,407,2762,5.0
1059,537,150,4.0
1060,607,589,3.5
1061,232,260,5.0
1062,544,47,5.0
1063,242,1196,5.0
1064,505,110,2.5
1065,384,592,4.0
1066,130,2918,4.5
1067,17,4306,3.5
1068,505,539,3.5
1069,537,1136,5.0
1070,358,2716,3.0
1071,212,648,3.0
1072,529,2396,3.0
1073,475,1036,5.0
1074,262,480,3.0
1075,439,589,4.0
1076,402,2762,3.0
1077,165,589,4.5
1078,73,6539,4.0
1079,353,364,2.0
1080,157,1682,4.0
1081,134,597,3.0
1082,353,165,3.5
1083,48,480,3.5
1084,213,1682,2.5
1085,195,296,3.0
1086,199,2571,5.0
1087,468,1196,3.0
1088,15,608,5.0
1089,580,231,3.0
1090,17,1704,4.0
1091,213,1036,3.5
1092,430,590,4.0
1093,475,592,4.0
1094,119,648,3.0
1095,544,4226,5.0
1096,312,34,2.0
1097,105,590,3.0
1098,88,2396,4.5
1099,402,5952,4.0
1100,407,1097,4.0
1101,518,344,4.0
1102,56,924,2.0
1103,355,480,3.5
1104,430,6539,4.0
1105,624,260,5.0
1106,212,480,3.0
1107,596,1265,4.0
1108,564,50,5.0
1109,585,357,4.0
1110,134,7153,3.0
1111,575,39,3.0
1112,355,733,3.5
1113,460,1291,4.0
1114,564,1036,4.0
1115,577,1,5.0
1116,537,1193,5.0
1117,380,4973,4.5
1118,509,4993,4.5
1119,537,480,3.0
1120,452,165,4.0
1121,457,58559,0.5
1122,242,110,5.0
1123,402,3793,3.0
1124,212,1270,3.0
1125,285,1240,3.0
1126,580,1036,3.0
1127,88,260,4.0
1128,157,541,3.5
1129,463,1270,4.0
1130,232,858,5.0
1131,382,34,4.0
1132,56,4226,4.0
1133,111,344,3.0
1134,247,500,3.0
1135,615,8961,4.0
1136,346,1197,5.0
1137,423,858,4.5
1138,105,1291,3.0
1139,150,1265,3.5
1140,407,2858,5.0
1141,585,260,4.0
1142,509,1221,5.0
1143,461,480,5.0
1144,472,1265,4.0
1145,242,2396,5.0
1146,574,296,5.0
1147,575,587,2.0
1148,380,356,5.0
1149,268,2028,5.0
1150,262,380,2.0
1151,452,4306,4.0
1152,294,380,4.0
1153,452,1265,4.0
1154,431,150,4.0
1155,102,34,4.0
1156,268,1214,5.0
1157,17,293,4.0
1158,624,1136,5.0
1159,239,3114,5.0
1160,312,1200,4.0
1161,262,3578,2.5
1162,534,110,5.0
1163,150,2918,4.5
1164,605,1214,3.0
1165,119,1923,5.0
1166,247,2716,5.0
1167,242,1617,5.0
1168,654,2571,5.0
1169,213,1210,5.0
1170,574,1210,3.5
1171,384,364,3.0
1172,665,1213,4.0
1173,463,1213,3.0
1174,130,457,4.0
1175,150,589,3.5
1176,615,367,2.5
1177,472,3114,5.0
1178,15,1240,3.0
1179,19,110,3.0
1180,220,1617,4.0
1181,468,47,3.5
1182,615,7153,4.0
1183,460,5952,4.5
1184,355,593,4.5
1185,580,527,4.0
1186,17,2858,4.5
1187,23,541,3.0
1188,306,47,4.0
1189,534,2571,4.0
1190,176,2571,4.5
1191,195,924,5.0
1192,150,110,4.5
1193,15,110,3.0
1194,311,153,3.0
1195,268,6539,5.0
1196,213,1196,5.0
1197,574,4886,4.0
1198,439,1923,4.0
1199,111,597,3.0
1200,306,318,5.0
1201,423,296,4.5
1202,268,3114,4.0
1203,384,110,4.5
1204,130,1721,3.0
1205,56,2028,5.0
1206,460,6539,5.0
1207,585,1617,5.0
1208,598,5952,4.5
1209,575,1923,1.0
1210,268,1073,4.0
1211,294,34,3.0
1212,19,316,3.0
1213,23,296,4.5
1214,95,2858,5.0
1215,505,8961,3.5
1216,78,1265,2.0
1217,187,595,4.5
1218,134,608,4.5
1219,596,1206,4.0
1220,509,296,5.0
1221,311,1580,3.0
1222,463,2028,4.0
1223,77,1682,3.5
1224,358,260,5.0
1225,509,357,3.0
1226,17,5349,1.5
1227,134,3114,3.5
1228,431,50,5.0
1229,463,3793,4.0
1230,461,527,4.0
1231,77,364,3.0
1232,461,1197,5.0
1233,439,260,2.0
1234,388,2716,5.0
1235,23,2918,4.0
1236,460,4226,5.0
1237,312,3578,5.0
1238,73,1193,4.5
1239,15,32,4.0
1240,88,377,3.0
1241,574,608,5.0
1242,358,593,5.0
1243,574,1270,4.5
1244,187,588,4.5
1245,111,2918,4.5
1246,102,1097,4.0
1247,577,590,3.5
1248,380,1265,4.0
1249,243,589,4.0
1250,23,4993,4.0
1251,134,1198,5.0
1252,30,780,4.0
1253,165,2571,5.0
1254,480,6539,4.5
1255,534,539,4.0
1256,388,7153,4.0
1257,30,592,4.0
1258,648,1213,4.0
1259,19,733,3.0
1260,119,364,3.0
1261,262,597,2.0
1262,285,2858,5.0
1263,463,4993,5.0
1264,596,2628,4.0
1265,239,1073,3.0
1266,388,1210,5.0
1267,575,153,4.0
1268,472,858,5.0
1269,268,7153,4.5
1270,292,1923,4.0
1271,564,1221,2.0
1272,461,1732,3.5
1273,213,150,1.5
1274,199,356,4.5
1275,355,153,3.0
1276,654,539,4.0
1277,134,2762,4.5
1278,88,1270,3.5
1279,102,1136,5.0
1280,472,318,5.0
1281,537,593,4.0
1282,460,1617,3.5
1283,95,780,4.0
1284,19,1200,4.0
1285,30,1200,3.0
1286,111,1196,4.5
1287,505,1732,2.0
1288,73,2571,4.5
1289,150,1210,4.5
1290,232,593,5.0
1291,312,1089,5.0
1292,243,733,4.0
1293,73,608,4.0
1294,102,1923,3.0
1295,56,1721,4.0
1296,15,2918,4.0
